City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,vao,-22.6667,167.4833,77.92,79,30,8.37,NC,1680239389
285,liaoyang,41.2719,123.1731,73.72,18,0,17.58,CN,1680239961
286,harnosand,62.6323,17.9379,8.6,90,39,6.98,SE,1680239961
287,udomlya,57.8794,34.9925,26.89,76,12,4.38,RU,1680239961
288,hambantota,6.1241,81.1185,88.14,70,20,4.61,LK,1680239175
289,jati,24.3539,68.2671,85.48,37,0,11.63,PK,1680239961
290,kudahuvadhoo,2.6708,72.8944,82.4,75,17,8.28,MV,1680239961
291,rio grande,-32.035,-52.0986,69.91,88,80,8.66,BR,1680239961
292,vila franca do campo,37.7167,-25.4333,61.21,95,100,8.68,PT,1680239388
293,alyangula,-13.8483,136.4192,86.09,60,68,8.97,AU,1680239962
294,bubaque,11.2833,-15.8333,76.39,70,28,4.27,GW,1680239962
295,letterkenny,54.95,-7.7333,49.89,96,100,3.51,IE,1680239962
296,berkakit,56.5807,124.7681,33.46,100,71,11.41,RU,1680239962
297,portland,45.5234,-122.6762,48.18,68,100,8.01,US,1680239345
298,ust-kan,50.9276,84.761,17.49,61,80,8.16,RU,1680239962
299,katangli,51.7102,143.2326,32.72,97,100,6.51,RU,1680239408
300,dangriga,16.9692,-88.2321,77.27,79,2,11.45,BZ,1680239962
301,strezhevoy,60.7333,77.5889,12.18,73,24,5.26,RU,1680239962
302,carauari,-4.8828,-66.8958,71.53,99,28,0.56,BR,1680239962
303,guerrero negro,27.9769,-114.0611,56.41,65,0,16.46,MX,1680239405
304,sao joao da barra,-21.6403,-41.0511,74.77,90,100,8.59,BR,1680239398
305,clonakilty,51.6231,-8.8706,49.21,91,100,25.5,IE,1680239962
306,tessalit,20.1986,1.0114,73.2,10,0,14.45,ML,1680239422
307,kavaratti,10.5669,72.642,81.37,65,97,6.38,IN,1680239962
308,tiksi,71.6872,128.8694,-12.68,93,73,3.22,RU,1680239398
309,moscow,55.7522,37.6156,32.38,82,36,8.14,RU,1680239749
310,breyten,-26.3018,29.987,55.45,86,98,5.3,ZA,1680239963
311,muncar,-8.4333,114.3333,83.88,71,92,11.74,ID,1680239963
312,alice springs,-23.7,133.8833,88.21,40,85,14.97,AU,1680239432
313,manyana,-23.4,21.7167,67.14,55,10,6.78,BW,1680239408
314,bontang,0.1333,117.5,84.42,68,98,4.14,ID,1680239963
315,murray bridge,-35.1167,139.2667,67.12,54,59,13.2,AU,1680239963
316,ngunguru,-35.6167,174.5,63.43,58,70,9.19,NZ,1680239963
317,ekimchan,53.0667,132.9667,37.69,69,87,3.02,RU,1680239963
318,alanya,36.5438,31.9998,42.93,31,0,5.44,TR,1680239963
319,twin falls,42.3505,-114.6445,32.92,93,100,19.57,US,1680239963
320,ashland,40.8167,-82.2665,45.14,56,100,8.55,US,1680239887
321,makueni,-1.8041,37.6203,65.61,87,75,1.16,KE,1680239963
322,kamsack,51.5667,-101.9009,8.15,93,84,5.23,CA,1680239963
323,berlevag,70.8578,29.0864,17.55,73,0,16.11,NO,1680239442
324,nishihara,26.1842,127.7558,72.68,78,75,10.36,JP,1680239447
325,high level,58.5169,-117.136,24.91,58,100,11.5,CA,1680239963
326,yerbogachen,61.2767,108.0108,11.79,82,100,7.14,RU,1680239963
327,port hedland,-20.3167,118.5667,89.65,58,40,10.36,AU,1680239959
328,raton,36.9034,-104.4391,41.34,42,0,12.66,US,1680239963
329,muyezerskiy,63.9333,31.65,13.96,93,86,11.74,RU,1680239964
330,nemuro,43.3236,145.575,38.89,95,100,20.78,JP,1680239429
331,pleasanton,37.6624,-121.8747,48.88,82,0,4.61,US,1680239846
332,valparaiso,-33.0393,-71.6273,64.99,54,0,0.0,CL,1680239844
333,tashtagol,52.7657,87.8894,23.36,66,100,8.95,RU,1680239964
334,mangrol,21.1167,70.1167,80.49,55,0,7.99,IN,1680239400
335,disna,55.568,28.1971,31.48,94,100,8.34,BY,1680239964
336,xining,36.6167,101.7667,53.15,21,0,5.21,CN,1680239722
337,severobaykalsk,55.65,109.3167,23.67,87,96,12.33,RU,1680239964
338,doka,13.5167,35.7667,78.91,20,84,10.31,SD,1680239964
339,oranjestad,12.524,-70.027,78.91,81,0,4.0,AW,1680239964
340,karatuzskoye,53.6072,92.8667,24.37,47,98,10.69,RU,1680239964
341,alta floresta,-9.8756,-56.0861,70.65,97,63,1.07,BR,1680239392
342,alofi,-19.0595,-169.9187,81.01,80,47,15.03,NU,1680239413
343,meulaboh,4.1363,96.1285,84.27,67,87,3.44,ID,1680239431
344,cabo san lucas,22.8909,-109.9124,72.52,74,44,9.4,MX,1680239393
345,brae,60.3964,-1.353,43.48,92,99,15.75,GB,1680239433
346,krasnolesnyy,51.8807,39.5877,32.0,79,97,10.71,RU,1680239965
347,bereda,43.2686,-7.5406,54.41,87,94,9.86,ES,1680239965
348,susangerd,31.5608,48.1831,70.34,40,37,10.27,IR,1680239965
349,pokrovsk,48.282,37.1758,30.61,85,81,15.26,UA,1680239965
350,cortez,37.3489,-108.5859,31.03,88,100,4.61,US,1680239965
351,manoel urbano,-8.8389,-69.2597,72.55,99,100,2.13,BR,1680239965
352,kavieng,-2.5744,150.7967,83.86,70,87,5.64,PG,1680239395
353,sligo,54.2697,-8.4694,48.51,95,100,3.65,IE,1680239965
354,veraval,20.9,70.3667,80.83,54,0,7.49,IN,1680239965
355,pali,25.7667,73.3333,82.29,37,5,11.83,IN,1680239965
356,khani,41.9563,42.9566,31.57,81,97,2.59,GE,1680239965
357,belyy yar,53.6039,91.3903,26.85,42,40,4.47,RU,1680239398
358,hanford,36.3275,-119.6457,47.25,87,0,0.0,US,1680239965
359,komsomolskiy,40.4272,71.7189,68.72,49,100,2.3,UZ,1680239408
360,mizan teferi,6.9833,35.5833,64.65,83,100,2.08,ET,1680239965
361,dambulla,7.86,80.6517,90.7,47,41,0.81,LK,1680239965
362,mae sai,20.4335,99.8762,99.12,17,1,3.62,TH,1680239965
363,guia lopes da laguna,-21.4578,-56.1142,72.9,83,0,2.15,BR,1680239965
364,nelson bay,-32.7167,152.15,76.08,47,0,5.99,AU,1680239965
365,vila,42.0304,-8.1588,48.7,93,92,7.94,PT,1680239965
366,upata,8.0086,-62.3989,71.19,91,69,4.45,VE,1680239966
367,manta,-0.95,-80.7333,78.58,94,75,3.44,EC,1680239878
368,alberton,46.8168,-64.0654,22.69,84,96,14.27,CA,1680239707
369,pecanha,-18.5486,-42.5569,58.87,65,52,1.21,BR,1680239966
370,pokrovskoye,47.4157,38.8971,34.95,84,99,16.67,RU,1680239966
371,preobrazheniye,42.9019,133.9064,52.84,38,0,10.87,RU,1680239966
372,chernyshevskiy,63.0128,112.4714,8.46,79,92,7.83,RU,1680239966
373,alugan,12.2188,125.4808,84.06,66,99,7.92,PH,1680239966
374,baykit,61.67,96.37,9.77,77,99,4.61,RU,1680239966
375,tete,-16.1564,33.5867,73.49,100,40,3.44,MZ,1680239966
376,baiyin,36.5583,104.2081,59.27,22,2,5.57,CN,1680239966
377,nuwara eliya,6.9708,80.7829,70.45,46,24,3.98,LK,1680239966
378,samarai,-10.6167,150.6667,84.69,70,100,7.83,PG,1680239434
379,bilma,18.6853,12.9164,67.73,19,99,12.39,NE,1680239966
380,nkhotakota,-12.9274,34.2961,72.27,90,99,5.23,MW,1680239966
381,santiago del estero,-27.7951,-64.2615,77.79,70,42,6.46,AR,1680239684
382,darhan,49.4867,105.9228,44.26,40,9,19.51,MN,1680239966
383,lapithos,35.3375,33.1792,41.29,43,3,4.65,CY,1680239966
384,porkhov,57.765,29.5561,32.5,98,100,5.01,RU,1680239966
385,jacareacanga,-6.2222,-57.7528,72.27,99,100,2.19,BR,1680239967
386,farafenni,13.5667,-15.6,74.32,57,9,6.15,GM,1680239967
387,fort morgan,40.2503,-103.8,44.28,65,75,10.36,US,1680239967
388,bethel,41.3712,-73.414,33.64,56,0,3.44,US,1680239301
389,tuatapere,-46.1333,167.6833,61.32,67,59,3.13,NZ,1680239382
390,hobyo,5.3505,48.5268,84.11,68,7,9.66,SO,1680239967
391,baraki barak,33.9675,68.9486,45.3,85,100,4.05,AF,1680239967
392,itarema,-2.9248,-39.9167,75.7,89,95,6.58,BR,1680239391
393,nabire,-3.3667,135.4833,86.13,62,92,4.63,ID,1680239967
394,kristiinankaupunki,62.2743,21.376,25.3,75,16,7.02,FI,1680239967
395,porto novo,6.4965,2.6036,79.79,86,100,5.12,BJ,1680239431
396,eyrarbakki,63.863,-21.1481,41.2,93,100,5.03,IS,1680239967
397,dunedin,-45.8742,170.5036,58.8,73,9,3.0,NZ,1680239412
398,port-cartier,50.0334,-66.8654,30.42,97,100,6.49,CA,1680239967
399,poso,-1.3959,120.7524,86.2,64,99,4.94,ID,1680239967
400,isangel,-19.55,169.2667,81.57,72,100,1.92,VU,1680239431
401,dawei,14.0833,98.2,93.06,38,4,10.02,MM,1680239967
402,kihei,20.785,-156.4656,78.82,80,40,5.75,US,1680239922
403,chiredzi,-21.05,31.6667,67.84,89,99,6.62,ZW,1680239967
404,ronne,55.1009,14.7066,42.71,100,100,11.5,DK,1680239967
405,san jeronimo,-11.9472,-75.2829,47.41,88,97,0.34,PE,1680239967
406,soledar,48.6794,38.089,32.05,95,100,17.27,UA,1680239968
407,atar,20.5169,-13.0499,82.42,9,50,21.65,MR,1680239441
408,viedma,-40.8135,-62.9967,53.8,60,56,21.63,AR,1680239968
409,ust-maya,60.4167,134.5333,33.6,100,100,3.06,RU,1680239968
410,sandy bay,-42.913,147.3532,60.1,55,40,20.71,AU,1680239968
411,el alto,-4.2714,-81.2147,76.87,81,97,8.5,PE,1680239968
412,temirtau,50.0544,72.9483,28.67,46,5,17.92,KZ,1680239968
413,trinidad,-14.8333,-64.9,73.96,95,66,2.37,BO,1680239968
414,pacific grove,36.6177,-121.9166,50.67,82,0,6.91,US,1680239447
415,atengo,20.1667,-99.3333,64.81,72,100,2.21,MX,1680239968
416,hanzhong,33.0728,107.0303,71.89,40,61,2.01,CN,1680239968
417,havre,49.5833,0.3333,52.2,76,100,24.16,FR,1680239968
418,beloha,-25.1667,45.05,74.62,72,12,8.43,MG,1680239968
419,madimba,-10.4,40.3333,77.65,91,29,5.91,TZ,1680239968
420,lacolle,45.0834,-73.3659,29.23,70,57,7.7,CA,1680239968
421,kolokani,13.5728,-8.0339,77.72,11,14,10.89,ML,1680239968
422,mitchell,43.7094,-98.0298,35.58,84,100,9.22,US,1680239969
423,mayo,38.8876,-76.5119,45.5,71,0,8.05,US,1680239424
424,tambopata,-12.7333,-69.1833,72.66,99,100,1.41,PE,1680239969
425,hamilton,39.1834,-84.5333,53.55,52,100,10.36,US,1680239399
426,odweyne,9.4092,45.064,75.52,55,29,10.85,SO,1680239441
427,sinop,41.7711,34.8709,28.83,70,95,4.76,TR,1680239766
428,walvis bay,-22.9575,14.5053,56.41,95,11,4.59,NA,1680239430
429,ponta delgada,37.7333,-25.6667,61.52,100,100,10.36,PT,1680239969
430,lingyuan,41.24,119.4011,73.96,12,4,18.92,CN,1680239969
431,nuevo progreso,23.1667,-97.95,74.46,73,100,1.01,MX,1680239969
432,aloleng,16.1307,119.7824,84.4,68,40,16.33,PH,1680239969
433,fort nelson,58.8053,-122.7002,27.95,97,100,1.99,CA,1680239707
434,yartsevo,55.0667,32.6964,29.25,80,21,3.11,RU,1680239969
435,nioro,13.35,-15.75,72.64,64,13,4.61,GM,1680239886
436,santa maria,-29.6842,-53.8069,70.38,85,19,2.24,BR,1680239970
437,dehloran,32.6941,47.2679,67.64,49,49,3.0,IR,1680239970
438,gorontalo,0.5412,123.0595,88.61,62,100,3.78,ID,1680239405
439,petrivka,46.9695,30.9591,39.81,49,6,8.23,UA,1680239970
440,den helder,52.9599,4.7593,50.02,94,75,14.0,NL,1680239970
441,murakami,38.2333,139.4833,67.89,40,4,8.19,JP,1680239970
442,acapulco,16.8634,-99.8901,80.42,74,40,2.3,MX,1680239254
443,misratah,32.3754,15.0925,57.7,68,0,10.8,LY,1680239970
444,grand gaube,-20.0064,57.6608,83.37,75,26,7.0,MU,1680239970
445,lubango,-14.9172,13.4925,58.05,95,67,1.9,AO,1680239970
446,tarauaca,-8.1614,-70.7656,73.33,95,93,1.7,BR,1680239971
447,yatou,37.15,122.3833,65.26,23,0,10.27,CN,1680239971
448,general pico,-35.6566,-63.7568,57.02,55,32,7.76,AR,1680239724
449,rovaniemi,66.5,25.7167,27.81,93,100,11.5,FI,1680239971
450,moron,-34.6534,-58.6198,71.35,83,54,3.69,AR,1680239971
451,pizarro,4.9533,-77.366,77.65,88,98,2.57,CO,1680239764
452,kitimat,54.0524,-128.6534,39.58,66,100,4.07,CA,1680239815
453,yegros,-26.45,-56.4,74.21,84,27,4.63,PY,1680239971
454,aykhal,66.0,111.5,-1.41,88,100,15.93,RU,1680239971
455,gornopravdinsk,60.05,69.9,26.46,72,34,6.33,RU,1680239971
456,ardahan,41.1087,42.7022,19.85,82,100,5.59,TR,1680239971
457,polunochnoye,60.8697,60.4153,28.15,87,100,11.77,RU,1680239971
458,nakhon thai,17.1006,100.8374,99.5,28,31,6.71,TH,1680239971
459,dalbandin,28.8947,64.4101,72.77,29,0,1.23,PK,1680239971
460,hayvoron,48.3396,29.8679,37.0,58,62,6.96,UA,1680239971
461,namatanai,-3.6667,152.4333,82.33,74,100,6.44,PG,1680239430
462,mongar,27.2747,91.2396,64.45,54,46,4.97,BT,1680239972
463,sembakung,3.8167,117.25,93.9,49,95,1.7,ID,1680239972
464,bembereke,10.2283,2.6634,77.63,44,97,3.78,BJ,1680239972
465,sherlovaya gora,50.5667,116.25,57.47,23,2,20.42,RU,1680239972
466,wattegama,6.7989,81.4808,92.34,44,8,3.24,LK,1680239972
467,quatre cocos,-20.2078,57.7625,82.09,80,44,11.88,MU,1680239413
468,huarmey,-10.0681,-78.1522,78.28,80,79,6.22,PE,1680239972
469,barsovo,61.1667,73.1667,19.53,86,52,4.09,RU,1680239972
470,biak,-0.9131,122.8766,84.15,65,98,1.3,ID,1680239972
471,mocuba,-16.8392,36.9856,71.96,90,100,2.86,MZ,1680239972
472,mao,39.8885,4.2658,59.56,100,40,11.5,ES,1680239924
473,bosaso,11.2842,49.1816,85.51,62,3,7.05,SO,1680239972
474,royan,45.6285,-1.0281,54.79,83,78,26.42,FR,1680239972
475,manzhouli,49.6,117.4333,64.58,13,44,19.24,CN,1680239973
476,san roque,36.2107,-5.3842,63.43,59,40,9.22,ES,1680239973
477,klaksvik,62.2266,-6.589,45.52,97,100,27.76,FO,1680239419
478,monreal,12.644,123.6648,85.64,64,97,5.91,PH,1680239973
479,san quintin,30.4833,-115.95,55.0,73,5,8.08,MX,1680239438
480,calapi,11.9435,125.0206,90.54,45,100,5.19,PH,1680239973
481,sakakah,29.9697,40.2064,49.57,44,4,20.02,SA,1680239973
482,aksu,41.1231,80.2644,66.6,15,48,3.4,CN,1680239401
483,menongue,-14.6585,17.691,61.52,97,96,3.42,AO,1680239973
484,buala,-8.145,159.5921,82.89,74,75,0.85,SB,1680239973
485,saint-pierre,-21.3393,55.4781,84.56,65,0,4.61,RE,1680239212
486,leningradskiy,69.3833,178.4167,7.18,90,71,7.38,RU,1680239398
487,guilin,25.2819,110.2864,75.31,57,60,1.05,CN,1680239973
488,pangkalanbuun,-2.6833,111.6167,76.53,94,100,3.38,ID,1680239973
489,abha,18.2164,42.5053,60.62,77,40,12.66,SA,1680239973
490,westport,41.1415,-73.3579,37.22,55,0,1.01,US,1680239426
491,pahrump,36.2083,-115.9839,44.26,64,43,3.85,US,1680239973
492,saint anthony,45.0205,-93.218,35.24,90,100,17.27,US,1680239446
493,iquitos,-3.7481,-73.2472,77.04,88,75,3.44,PE,1680239973
494,avera,33.194,-82.5271,57.25,75,0,6.24,US,1680239440
495,araouane,18.9048,-3.5265,70.68,12,0,10.96,ML,1680239182
496,paita,-5.0892,-81.1144,79.86,77,96,10.33,PE,1680239396
497,palauig,15.435,119.9045,84.63,69,49,11.14,PH,1680239973
498,ambilobe,-13.2,49.05,78.76,86,94,2.21,MG,1680239431
499,richards bay,-28.783,32.0377,66.02,88,99,5.46,ZA,1680239973
500,libertador general san martin,-23.8064,-64.7876,74.12,83,12,2.28,AR,1680239974
501,makaha,21.4694,-158.2175,78.71,83,75,3.44,US,1680239974
502,huangchuan,32.1272,115.0394,70.57,49,57,5.82,CN,1680239974
503,searcy,35.2506,-91.7363,67.08,87,100,0.0,US,1680239974
504,thompson,55.7435,-97.8558,-9.76,100,80,2.08,CA,1680239432
505,naze,28.3667,129.4833,69.71,79,63,9.48,JP,1680239416
506,high rock,26.6208,-78.2833,68.02,64,5,18.34,BS,1680239424
507,mbeya,-8.9,33.45,60.22,90,99,3.38,TZ,1680239974
508,port jervis,41.3751,-74.6927,31.82,62,59,1.52,US,1680239974
509,rosetta,31.4044,30.4164,58.08,51,53,13.29,EG,1680239974
510,gamba,-2.65,10.0,75.51,90,100,4.79,GA,1680239974
511,tazovskiy,67.4667,78.7,-4.45,93,56,6.08,RU,1680239416
512,kutum,14.2,24.6667,63.1,18,47,13.38,SD,1680239974
513,chkalovskoye,44.8392,133.0436,54.5,20,0,8.79,RU,1680239974
514,tandil,-37.3217,-59.1332,51.28,71,57,5.5,AR,1680239974
515,marienburg,54.0359,19.0266,49.03,96,50,10.16,PL,1680239974
516,mirnyy,62.5353,113.9611,14.23,56,100,7.0,RU,1680239974
517,manavalakurichi,8.1333,77.3,87.62,62,13,6.11,IN,1680239974
518,taitung,22.7583,121.1444,75.47,83,100,4.61,TW,1680239974
519,tucupita,9.0622,-62.051,70.56,99,33,2.89,VE,1680239975
520,maningrida,-12.0667,134.2667,87.12,64,83,11.92,AU,1680239388
521,ancud,-41.8697,-73.8203,45.09,75,100,6.89,CL,1680239415
522,terralba,39.7192,8.6392,42.98,75,64,1.97,IT,1680239975
523,provideniya,64.3833,-173.3,19.51,58,0,15.66,RU,1680239392
524,paamiut,61.994,-49.6678,9.3,65,7,8.68,GL,1680239975
525,krasnyy chikoy,50.3643,108.7512,36.68,62,62,15.01,RU,1680239975
526,sivaki,52.6333,126.75,49.53,50,66,11.99,RU,1680239975
527,denpasar,-8.65,115.2167,85.71,70,20,11.5,ID,1680239153
528,venado tuerto,-33.7456,-61.9688,66.04,74,100,8.05,AR,1680239975
529,rio cuarto,-33.1307,-64.3499,64.47,96,5,6.24,AR,1680239975
530,praya,14.9215,-23.5087,70.34,78,0,2.3,CV,1680239795
531,sabya,17.1495,42.6254,85.62,63,70,5.21,SA,1680239975
532,isla mujeres,21.2311,-86.731,78.85,77,39,12.41,MX,1680239975
533,masuguru,-11.3667,38.4167,73.58,97,97,1.52,TZ,1680239975
534,mikhaylovka,50.06,43.2379,35.78,93,98,21.25,RU,1680239975
535,cicero dantas,-10.6,-38.3833,67.82,89,8,2.42,BR,1680239975
536,lasa,46.6166,10.7002,46.02,96,99,4.03,IT,1680239390
537,george town,5.4112,100.3354,89.53,79,40,9.22,MY,1680239975
538,baoqing,46.3317,132.2111,55.47,19,0,9.71,CN,1680239975
539,hami,42.8,93.45,62.73,13,97,4.85,CN,1680239975
540,amapa,1.0,-52.0,70.56,99,52,1.81,BR,1680239975
541,sioux lookout,50.1001,-91.917,23.07,74,75,0.0,CA,1680239975
542,illapel,-31.6308,-71.1653,71.89,38,0,2.91,CL,1680239975
543,comodoro rivadavia,-45.8667,-67.5,40.86,70,0,4.61,AR,1680239446
544,rawson,-43.3002,-65.1023,48.74,57,20,13.78,AR,1680239391
545,beira,-19.8436,34.8389,73.49,100,40,3.44,MZ,1680239976
546,imst,47.2684,10.6698,32.25,92,99,5.5,AT,1680239976
547,antalaha,-14.9003,50.2788,80.83,71,99,6.58,MG,1680239976
548,dubuque,42.4833,-90.8668,57.65,47,100,19.75,US,1680239681
549,chau doc,10.7,105.1167,95.59,37,63,4.56,VN,1680239976
550,gazojak,41.1875,61.4036,76.91,31,21,13.02,TM,1680239976
551,momignies,50.0271,4.1652,50.94,94,99,17.98,BE,1680239976
552,karasburg,-28.0167,18.75,59.9,30,11,8.25,NA,1680239976
553,harlingen,26.1906,-97.6961,74.95,97,20,12.66,US,1680239808
554,troitskoye,52.9821,84.6757,25.59,70,46,7.92,RU,1680239976
555,ovsyanka,55.9575,92.5519,20.37,73,100,10.36,RU,1680239976
556,taree,-31.9,152.4667,77.05,52,18,4.56,AU,1680239976
557,alcazar de san juan,39.3901,-3.2083,51.01,64,67,9.01,ES,1680239976
558,amboasary,-25.0333,46.3833,76.89,80,7,3.33,MG,1680239976
559,conde,-7.2597,-34.9075,74.66,94,75,9.22,BR,1680239976
560,katherine,-14.4667,132.2667,95.32,29,68,12.66,AU,1680239428
561,marawi,7.9986,124.2928,77.52,82,97,4.63,PH,1680239413
562,shizunai,42.3339,142.3669,41.97,91,100,2.24,JP,1680239976
563,lensk,60.7253,114.9278,18.43,70,100,7.9,RU,1680239977
564,shihezi,44.3,86.0333,55.42,40,100,4.74,CN,1680239977
565,udachnyy,66.4167,112.4,3.45,54,100,13.62,RU,1680239427
566,bayji,34.9311,43.487,50.47,71,99,20.98,IQ,1680239977
567,tadine,-21.55,167.8833,79.61,79,87,5.3,NC,1680239977
